RAID Rent Affordability Indicator,Households where rent payments are less than or equal to 30% of household income,,,,,,,,,,,,,,,,,,,,,,,,,,,Households where rent payments are more than 30% of household income,,,,,,,,,,,,,,,,,,,,,,,,,,,Unable to be determined,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,
RNTRD Rent (weekly) Ranges,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable
Yea,0,5,12,9,7,0,6,6,10,7,14,9,11,5,3,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,3,20,10,18,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2061,5,5,13,9,14,5,7,9,31,16,37,14,23,15,8,0,7,0,0,0,5,0,0,0,6,16,2061
Benalla,4,11,64,19,45,38,74,46,81,43,83,44,51,8,26,4,17,4,6,0,5,0,0,0,0,0,0,0,3,3,6,33,38,46,45,43,27,48,18,30,10,8,0,4,0,0,0,5,0,0,0,4,0,0,0,0,7,0,6,4,3,6,14,3,13,11,3,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,4204,8,17,76,29,87,85,128,96,135,81,142,70,87,18,37,8,24,3,13,0,7,4,3,0,3,75,4204
Benalla Surrounds,5,0,9,3,6,0,12,0,5,0,7,4,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,5,0,15,6,8,3,24,6,6,0,14,4,6,3,7,0,0,0,0,0,0,0,0,0,0,23,1690
Rutherglen,10,0,15,4,18,8,16,11,35,17,21,3,7,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,6,6,11,13,8,9,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642,12,4,23,12,20,16,29,30,46,21,30,10,7,3,10,0,0,0,0,0,3,0,0,0,0,17,1642
Wangaratta,24,16,89,48,60,77,129,94,180,103,154,73,105,72,60,27,25,6,8,0,7,0,0,0,0,0,0,5,3,20,29,43,68,89,75,88,59,62,32,52,20,16,12,3,3,0,0,3,0,0,0,3,0,0,0,0,10,4,5,9,12,9,7,9,9,5,9,7,0,6,5,0,0,0,0,0,0,0,0,100,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6902,33,22,121,83,110,152,234,188,279,164,222,113,172,100,84,37,36,12,18,0,5,0,0,0,4,113,6902
Wangaratta Surrounds,8,0,11,8,17,17,31,10,22,14,25,4,12,5,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,5,12,10,15,4,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4089,10,0,20,10,31,20,55,18,42,24,36,10,15,9,18,3,8,4,0,0,4,0,0,0,6,40,4089
Beechworth,0,0,12,7,14,4,18,5,5,20,31,13,31,16,12,6,11,3,4,0,0,0,0,0,0,0,0,0,0,8,0,8,5,5,4,11,7,14,7,11,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1936,5,0,24,6,25,6,28,12,26,29,49,26,40,18,21,8,11,8,5,0,4,0,0,0,8,11,1936
Bright - Mount Beauty,8,9,33,8,25,16,27,25,41,26,37,16,45,18,17,7,20,9,8,0,5,0,0,0,0,0,0,0,0,0,0,5,14,13,8,18,11,19,7,13,13,7,7,4,0,7,0,7,0,0,0,8,0,0,0,0,0,0,3,0,0,0,3,4,7,3,3,0,0,0,0,0,0,0,6,0,0,0,0,21,0,4,0,5,0,0,0,0,0,6,6,5,0,0,5,3,0,3,0,4,0,0,6,3,3,43,35,4734,11,9,38,15,37,28,48,42,67,43,73,26,62,35,34,15,29,11,18,0,11,5,6,3,56,59,4734
Chiltern - Indigo Valley,0,4,6,3,7,0,9,6,9,13,13,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,0,7,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,0,3,6,3,9,6,22,10,13,16,17,9,6,0,0,0,0,0,0,0,0,0,0,0,0,8,1319
Myrtleford,4,4,11,14,14,13,37,13,26,25,28,9,13,7,11,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,5,11,10,13,4,17,10,19,3,5,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1894,4,0,17,18,29,20,53,22,48,38,54,15,15,12,15,0,7,0,3,3,0,0,0,0,5,12,1894
Towong,13,3,29,16,33,10,29,8,34,11,30,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,8,9,8,15,9,11,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2747,13,3,27,21,44,22,50,15,53,16,41,9,14,0,0,0,0,0,5,0,0,0,0,0,6,21,2747
West Wodonga,22,16,81,26,39,33,82,99,145,91,165,102,111,73,57,22,19,10,4,0,3,5,0,0,0,0,0,5,12,16,12,25,8,33,51,73,45,57,35,44,14,28,13,9,5,3,0,3,0,0,0,0,0,0,0,0,12,0,0,0,3,6,8,4,8,9,15,10,5,0,4,6,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4606,28,27,101,44,71,46,124,154,231,138,230,149,167,96,88,31,29,12,8,0,3,7,0,0,0,85,4606
Yackandandah,8,4,13,0,13,0,15,3,15,5,16,8,17,7,8,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,4,7,0,8,5,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1851,3,0,11,0,24,9,25,3,18,19,26,6,28,8,13,6,7,0,0,0,0,0,0,0,0,10,1851
Baranduda - Leneva,0,0,4,0,9,3,10,5,98,14,36,28,80,64,95,72,71,5,18,3,11,0,0,0,0,0,0,0,0,0,0,0,9,4,4,13,6,8,15,18,20,32,13,20,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,3,8,8,6,4,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3449,0,0,4,0,11,18,11,10,116,20,41,45,102,98,142,97,97,11,24,3,11,0,5,0,0,27,3449
Wodonga,20,32,135,44,74,78,154,137,185,124,173,105,140,91,70,25,26,8,0,3,11,0,0,0,0,0,0,0,6,16,25,45,49,90,75,100,85,82,35,47,32,13,9,11,0,0,0,8,0,0,0,3,0,0,0,5,10,0,8,6,9,16,15,11,12,3,9,5,6,0,5,0,0,0,0,0,0,0,0,93,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4764,27,42,163,70,126,132,252,226,303,216,282,143,193,122,98,34,42,9,3,3,16,6,0,0,5,101,4764
Drouin,4,5,32,16,26,9,47,19,59,43,116,81,137,70,87,27,18,3,11,0,5,0,0,0,0,0,0,0,0,4,4,13,17,33,21,56,43,80,55,80,48,39,16,9,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,13,5,6,5,11,0,3,0,0,0,3,0,0,0,0,58,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6727,4,5,38,25,37,30,83,42,120,87,210,143,225,127,140,46,31,11,13,3,11,3,0,0,3,58,6727
Mount Baw Baw Region,3,3,21,3,14,6,16,10,22,5,17,0,4,8,7,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,8,3,8,5,5,4,8,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2870,3,3,18,5,20,10,25,18,31,9,22,3,8,7,5,0,5,3,10,0,3,0,3,0,4,18,2870
Trafalgar (Vic.),8,5,20,5,12,9,27,18,27,19,30,26,37,33,25,7,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,15,9,9,19,15,29,13,27,13,6,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,4,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3140,7,9,26,5,23,19,42,24,46,33,64,42,65,40,34,10,18,0,0,0,0,0,0,0,0,25,3140
Warragul,12,4,68,31,30,17,42,25,64,63,118,72,114,70,150,68,43,7,3,0,9,4,0,0,0,0,0,0,0,11,6,18,31,36,33,40,73,93,52,41,32,50,24,11,3,4,0,5,5,3,0,7,0,0,0,0,3,3,3,4,9,5,3,7,12,7,7,0,9,7,8,0,0,0,4,0,0,0,0,71,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7796,19,10,84,41,46,50,89,63,114,135,226,130,168,109,208,94,72,12,15,3,15,8,7,0,7,76,7796
Alps - East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bairnsdale,9,10,63,23,40,34,59,66,126,79,119,69,95,55,31,10,19,3,6,0,3,0,3,0,0,0,0,0,3,8,10,23,27,59,57,98,72,82,40,39,15,17,3,5,7,0,0,4,0,0,0,0,0,0,0,3,12,9,9,3,4,8,13,8,7,4,6,10,4,4,6,0,0,0,0,0,0,0,0,65,0,5,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5572,13,20,88,40,71,62,120,132,245,165,212,117,141,76,58,19,24,5,10,0,7,3,3,0,0,74,5572
Bruthen - Omeo,8,4,22,9,19,3,20,6,19,4,21,3,5,0,7,0,5,0,4,0,0,0,0,0,0,0,0,4,0,0,4,9,0,9,3,12,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3799,10,4,25,10,28,6,34,14,39,14,27,7,19,0,15,0,6,0,6,0,4,0,0,0,0,23,3799
Lake King,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakes Entrance,10,7,50,13,34,26,25,24,58,38,68,20,42,24,23,0,4,0,4,0,3,0,0,0,0,0,0,0,0,6,11,10,17,48,27,67,38,44,13,22,7,14,5,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,5,4,5,7,7,4,4,7,4,4,0,3,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5538,12,7,63,22,45,49,85,59,142,83,125,39,76,41,39,5,10,7,6,0,3,0,0,0,3,51,5538
Orbost,17,15,47,16,39,33,36,17,22,7,24,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,17,20,21,11,17,12,12,0,5,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,3,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,4,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,3579,19,23,58,30,63,57,60,33,40,19,39,0,12,4,0,0,0,0,0,0,3,0,0,0,3,45,3579
Paynesville,5,5,10,0,7,5,27,12,16,15,32,32,26,13,21,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,13,23,13,24,15,20,15,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,5,0,4,4,8,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3615,4,5,11,0,9,16,42,30,49,36,57,52,57,29,30,12,11,0,6,0,0,0,0,0,3,32,3615
Foster,7,3,33,19,19,19,33,15,51,30,36,10,16,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,19,28,17,23,16,27,7,8,0,7,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,10,7027,12,3,43,26,33,31,60,45,82,48,64,18,31,8,11,0,0,0,0,0,0,0,0,5,7,55,7027
French Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,133
Korumburra,3,9,25,11,13,5,17,14,33,12,41,15,22,9,9,0,3,0,4,0,3,0,0,0,0,0,0,0,0,3,5,6,3,20,14,35,18,24,9,20,4,10,0,3,0,0,0,0,0,4,0,8,0,0,0,0,3,0,0,0,6,0,7,0,3,6,0,3,4,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3872,3,12,27,11,20,7,44,28,72,34,67,25,46,20,20,0,11,0,3,0,3,6,4,0,8,41,3872
Leongatha,10,9,18,17,21,20,39,31,52,38,58,36,32,18,16,4,11,0,0,0,0,0,0,0,0,0,0,0,4,8,4,11,17,18,21,52,44,27,12,14,12,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,4,0,3,5,3,4,3,0,8,7,3,3,0,0,0,0,0,0,0,0,0,0,0,35,0,4,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4453,18,18,29,21,30,44,62,53,111,78,98,46,47,29,23,4,11,0,0,0,3,0,0,0,8,43,4453
Phillip Island,5,4,24,5,7,11,22,14,41,46,76,50,66,52,60,26,45,11,5,0,6,0,0,0,0,0,0,0,0,3,5,3,4,24,17,50,62,85,40,79,37,38,17,20,9,4,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,9,7,10,4,11,8,6,0,4,0,0,0,4,0,0,0,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,14,11331,7,4,29,10,17,18,46,32,101,116,169,97,156,96,107,45,70,20,18,0,6,4,3,5,16,67,11331
Wilsons Promontory,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Wonthaggi - Inverloch,22,10,73,20,53,28,72,24,139,96,148,70,101,59,81,24,61,15,11,0,13,4,0,0,0,0,0,0,3,18,12,26,37,72,53,121,132,134,53,83,43,21,13,27,0,9,4,12,5,0,0,7,0,0,5,0,6,9,5,6,6,0,16,8,29,8,10,0,6,3,4,0,0,0,0,0,0,0,0,84,0,5,0,0,4,4,0,0,4,0,3,7,0,0,0,0,0,6,0,0,0,5,0,3,4,3,12,14043,25,19,105,35,90,64,151,83,277,237,304,125,201,99,115,45,96,16,24,3,31,6,3,4,17,91,14043
Churchill,17,9,32,20,28,24,91,44,73,33,30,19,17,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,7,14,22,45,22,38,24,18,9,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,3,7,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4375,19,15,37,27,40,47,151,69,112,63,57,33,23,8,10,0,4,3,0,0,0,0,0,0,0,29,4375
Moe - Newborough,24,36,148,75,118,81,136,82,155,77,94,36,25,10,15,0,3,0,0,0,0,0,0,0,0,0,0,9,20,29,60,89,102,128,66,94,58,72,15,21,10,15,0,8,0,4,0,3,0,0,0,0,0,0,7,6,13,13,11,10,20,13,15,5,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6395,38,51,190,146,224,196,283,163,265,145,178,52,55,24,27,3,13,0,3,0,0,0,0,0,0,86,6395
Morwell,26,23,120,44,78,118,206,105,150,57,82,28,25,10,8,0,0,0,3,0,0,0,0,0,0,0,0,0,3,16,26,73,128,156,85,88,36,34,9,6,6,5,0,0,0,9,0,0,3,0,0,0,0,0,3,0,14,4,9,16,16,16,11,7,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5081,31,36,152,72,156,263,372,201,254,101,125,39,36,15,21,7,0,3,10,0,6,3,0,3,4,86,5081
Yallourn North - Glengarry,0,0,17,0,5,0,18,8,11,9,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,12,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852,4,0,17,0,10,7,23,7,25,9,15,3,7,0,3,0,4,0,0,0,0,0,0,0,0,8,1852
Traralgon - East,23,18,60,35,41,43,108,46,91,49,84,47,69,27,22,6,27,10,12,0,3,0,0,0,0,0,0,5,7,13,7,23,33,54,29,49,25,36,19,29,7,11,0,8,0,4,0,0,0,0,0,4,0,0,3,4,6,0,4,0,10,4,3,3,11,6,3,4,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4041,25,24,85,49,68,84,176,82,149,87,134,71,96,40,29,13,31,15,15,3,4,9,0,0,4,57,4041
Traralgon - West,13,13,31,11,30,21,71,50,114,81,113,64,121,75,57,24,34,13,10,0,3,0,0,0,0,0,0,8,8,5,6,19,31,42,38,61,40,48,27,32,16,17,6,8,0,3,5,4,0,0,0,0,0,0,0,0,0,3,3,3,3,0,4,3,12,3,7,3,8,4,0,0,0,0,0,0,0,0,0,44,0,9,5,0,0,0,0,4,4,3,0,3,0,0,5,0,0,0,0,0,0,0,5,0,0,0,8,5959,22,19,37,24,54,54,118,94,182,124,182,95,159,100,77,39,51,15,11,7,10,8,4,3,7,57,5959
Alps - West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Longford - Loch Sport,0,3,11,3,13,10,7,0,9,0,12,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,13,0,6,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4200,0,5,13,6,19,13,16,6,17,3,22,3,8,3,8,0,0,0,0,0,0,0,0,0,0,21,4200
Maffra,12,3,49,18,46,19,62,40,78,35,40,14,27,22,19,4,10,0,6,0,0,0,0,0,0,0,0,0,8,11,3,26,23,44,38,64,31,31,15,13,7,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,4,0,3,4,12,0,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,56,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5980,16,11,68,25,80,49,109,79,150,69,79,27,45,20,26,4,8,3,3,0,0,0,0,0,4,59,5980
Rosedale,8,0,11,7,21,6,11,7,16,3,5,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,7,0,11,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1568,6,0,11,12,36,8,26,11,32,10,18,4,12,3,7,0,8,0,0,0,0,0,0,0,0,23,1568
Sale,15,9,62,25,56,38,97,49,177,89,146,90,108,70,57,24,31,12,15,6,8,0,0,0,0,0,0,0,7,18,14,35,32,93,72,75,53,72,32,54,20,23,6,15,3,8,0,4,3,0,0,3,0,0,0,4,7,4,0,6,6,6,14,5,14,9,10,6,6,0,0,0,3,0,0,0,0,0,0,64,0,0,0,3,0,0,0,0,0,6,0,5,0,5,4,4,0,0,0,0,0,0,0,0,0,0,11,5129,18,18,85,43,88,78,199,128,266,153,235,130,176,97,93,34,47,11,23,9,15,3,0,0,3,76,5129
Yarram,7,5,29,8,16,15,19,14,28,16,25,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,5,10,10,19,12,11,8,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2924,8,6,40,9,31,18,35,24,54,29,39,8,10,4,0,0,0,0,0,0,0,0,0,0,3,26,2924
Brunswick East,0,8,39,4,13,11,23,17,36,47,93,115,238,223,267,98,159,114,156,76,259,142,69,30,21,0,0,0,3,5,6,9,7,12,5,21,34,62,58,116,67,67,20,37,31,40,18,66,38,27,8,36,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,3,6,10,12,6,8,25,24,15,4,6,51,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,4,0,0,0,5,3889,6,3,47,9,20,20,39,19,58,86,155,175,356,298,330,124,208,160,204,104,357,198,110,45,60,52,3889
